success,guesses,bombs,confidence,runtime
0,12,40,5,3.8518686294555664
0,1,40,6,0.5001125335693359
0,12,40,5,3.847876787185669
0,8,40,6,2.59958553314209
0,2,40,5,0.8001797199249268
0,4,40,3,1.3993151187896729
0,3,40,6,1.0992474555969238
0,1,40,7,0.5001122951507568
0,2,40,5,0.7971799373626709
0,8,40,5,2.6005942821502686
0,6,40,2,2.0024423599243164
0,4,40,5,1.3983159065246582
0,9,40,5,2.8996541500091553
0,9,40,3,2.898653745651245
0,2,40,5,0.8001813888549805
0,22,40,4,6.816538572311401
0,7,40,6,2.2995200157165527
0,5,40,4,1.6983826160430908
0,8,40,4,2.6005892753601074
0,6,40,5,2.001450777053833
0,4,40,5,1.3983147144317627
0,1,40,6,0.5001139640808105
0,5,40,4,1.6993827819824219
0,17,40,4,5.30019474029541
0,1,40,7,0.4991116523742676
0,20,40,6,6.230406045913696
0,15,40,6,4.732066869735718
0,2,40,6,0.8151848316192627
0,4,40,4,1.4003150463104248
0,6,40,4,1.9974496364593506
0,12,40,4,3.7998485565185547
0,10,40,5,3.200721263885498
0,6,40,5,2.0004425048828125
0,9,40,3,2.898653984069824
0,1,40,6,0.5021016597747803
0,3,40,4,1.0962471961975098
0,24,40,2,7.399668216705322
0,2,40,6,0.7981791496276855
0,7,40,4,2.300518274307251
0,7,40,4,2.297518014907837
0,1,40,5,0.5001120567321777
0,9,40,4,2.899613380432129
0,3,40,5,1.099247694015503
0,3,40,4,1.1002476215362549
0,6,40,4,1.999450922012329
0,15,40,5,4.700059413909912
0,4,40,4,1.4003164768218994
0,3,40,4,1.0982472896575928
0,8,40,5,2.6155898571014404
0,2,40,4,0.7981886863708496
0,7,40,4,2.299509286880493
0,24,40,4,7.400660037994385
0,4,40,5,1.3993148803710938
0,27,40,5,8.299872159957886
0,1,40,4,0.499112606048584
0,32,40,2,9.81520414352417
0,4,40,5,1.3983149528503418
0,5,40,3,1.6983816623687744
0,9,40,5,2.900653600692749
0,16,40,5,5.000118732452393
0,5,40,4,1.700383186340332
0,3,40,5,1.0992491245269775
0,12,40,5,3.7978556156158447
0,15,40,5,4.699059247970581
0,2,40,6,0.8001799583435059
0,11,40,4,3.498788595199585
0,1,40,6,0.5021140575408936
0,1,40,7,0.49811244010925293
0,15,40,5,4.69905948638916
0,5,40,5,1.7013835906982422
0,4,40,3,1.3983144760131836
0,6,40,6,1.9994502067565918
0,7,40,5,2.2995095252990723
0,4,40,4,1.4003159999847412
0,14,40,3,4.3999924659729
0,1,40,4,0.5011124610900879
0,9,40,5,2.8996543884277344
0,1,40,6,0.4991121292114258
0,2,40,5,0.7991795539855957
0,1,40,5,0.49811220169067383
0,7,40,5,2.30051851272583
0,9,40,6,2.9016547203063965
0,1,40,6,0.4991145133972168
0,9,40,3,2.8986520767211914
0,2,40,6,0.8001804351806641
0,1,40,5,0.49811363220214844
0,3,40,6,1.1002485752105713
0,2,40,6,0.8001799583435059
0,1,40,7,0.5001130104064941
0,1,40,7,0.499103307723999
0,2,40,6,0.8001799583435059
0,16,40,4,4.999128103256226
0,30,40,4,9.199074029922485
0,2,40,6,0.8001821041107178
0,5,40,4,1.6983826160430908
0,12,40,3,3.7988553047180176
0,9,40,5,2.9006540775299072
0,14,40,5,4.396991968154907
0,13,40,6,4.098923921585083
0,1,40,5,0.4991114139556885
0.0,7.29,40.0,4.8,2.3888075661659243
