success,guesses,bombs,confidence,runtime
0,2,40,0.2,0.796180248260498
0,5,40,0.14285714285714285,1.7343816757202148
0,15,40,0.25,4.717054843902588
0,44,40,0.5,13.398021936416626
0,27,40,0.14285714285714285,8.299863338470459
0,3,40,0.16666666666666666,1.1012485027313232
0,1,40,0.25,0.499112606048584
0,21,40,0.4,6.5174620151519775
0,8,40,0.2857142857142857,2.5986151695251465
0,21,40,0.2857142857142857,6.499465703964233
0,8,40,0.3333333333333333,2.597586154937744
0,18,40,0.2857142857142857,5.599262714385986
0,9,40,0.2857142857142857,2.899653196334839
0,8,40,0.25,2.6005859375
0,1,40,0.125,0.5491235256195068
0,1,40,0.25,0.517115592956543
0,22,40,0.2857142857142857,6.814537525177002
0,5,40,0.16666666666666666,1.7003850936889648
0,5,40,0.2,1.700382947921753
0,1,40,0.25,0.4981112480163574
0,5,40,0.14285714285714285,1.6983833312988281
0,17,40,0.2857142857142857,5.300194501876831
0,5,40,0.14285714285714285,1.7053844928741455
0,10,40,0.2857142857142857,3.192720651626587
0,18,40,0.4,5.600253582000732
0,8,40,0.36363636363636365,2.6005771160125732
0,3,40,0.375,1.0982365608215332
0,16,40,0.375,5.001128196716309
0,22,40,0.2857142857142857,6.7985241413116455
0,1,40,0.375,0.5001142024993896
0,38,40,0.3333333333333333,11.615619897842407
0,2,40,0.2,0.7991437911987305
0,3,40,0.2,1.102248191833496
0,12,40,0.2857142857142857,3.7978484630584717
0,16,40,0.16666666666666666,4.999128103256226
0,3,40,0.14285714285714285,1.0992395877838135
0,1,40,0.125,0.4991118907928467
0,2,40,0.2,0.8001723289489746
0,11,40,0.36363636363636365,3.499788761138916
0,4,40,0.36363636363636365,1.4003067016601562
0,3,40,0.14285714285714285,1.1012401580810547
0,1,40,0.375,0.49811267852783203
0,13,40,0.14285714285714285,4.101924419403076
0,27,40,0.14285714285714285,8.29887056350708
0,44,40,0.5294117647058824,13.399022817611694
0,12,40,0.2727272727272727,3.799858570098877
0,3,40,0.2857142857142857,1.0982482433319092
0,5,40,0.3333333333333333,1.7003836631774902
0,35,40,0.4,10.698412656784058
0,5,40,0.2857142857142857,1.6983742713928223
0,12,40,0.2,3.7998576164245605
0,14,40,0.25,4.3999924659729
0,39,40,0.14285714285714285,11.89968466758728
0,11,40,0.2,3.5037901401519775
0,10,40,0.2857142857142857,3.194711446762085
0,5,40,0.16666666666666666,1.7003834247589111
0,41,40,0.2857142857142857,12.498819828033447
0,32,40,0.4,9.799210548400879
0,15,40,0.14285714285714285,4.70005989074707
0,12,40,0.25,3.7978570461273193
0,30,40,0.5,9.19877815246582
0,3,40,0.2857142857142857,1.1012487411499023
0,18,40,0.3333333333333333,5.6002538204193115
0,15,40,0.25,4.699059009552002
0,10,40,0.3,3.1997225284576416
0,1,40,0.125,0.49912095069885254
0,6,40,0.25,1.998450517654419
0,1,40,0.25,0.5001125335693359
0,33,40,0.3333333333333333,10.098276615142822
0,2,40,0.3333333333333333,0.8001804351806641
0,14,40,0.2857142857142857,4.399993181228638
0,15,40,0.2857142857142857,4.7008209228515625
0,1,40,0.25,0.49810314178466797
0,14,40,0.2857142857142857,4.398991584777832
0,8,40,0.2,2.599585771560669
0,27,40,0.2857142857142857,8.298871040344238
0,6,40,0.2857142857142857,2.0014495849609375
0,20,40,0.16666666666666666,6.200397729873657
0,6,40,0.14285714285714285,1.9984521865844727
0,1,40,0.375,0.4991128444671631
0,43,40,0.5,13.100954294204712
0,5,40,0.14285714285714285,1.6983835697174072
0,3,40,0.3333333333333333,1.0992472171783447
0,2,40,0.14285714285714285,0.7991800308227539
0,1,40,0.25,0.4991123676300049
0,2,40,0.2,0.799180269241333
0,30,40,0.3333333333333333,9.200073957443237
0,17,40,0.14285714285714285,5.29920506477356
0,2,40,0.14285714285714285,0.8011794090270996
0,43,40,0.47058823529411764,13.097954750061035
0,7,40,0.2,2.300506830215454
0,14,40,0.2857142857142857,4.40099310874939
0,1,40,0.25,0.500112771987915
0,10,40,0.3333333333333333,3.1997218132019043
0,29,40,0.42857142857142855,8.900007247924805
0,2,40,0.14285714285714285,0.799180269241333
0,4,40,0.14285714285714285,1.3993146419525146
0,8,40,0.16666666666666666,2.5995709896087646
0,25,40,0.23076923076923078,7.6987364292144775
0,12,40,0.3333333333333333,3.8008570671081543
0.0,12.52,40.0,0.26399167499167475,3.9571954298019407
