success,guesses,bombs,confidence,runtime
1,1,0,0.125,8.716649532318115
1,0,0,1,6.217258930206299
0,1,10,0.125,0.5013852119445801
0,6,10,0.13333333333333333,1.9970028400421143
1,0,0,1,4.4165260791778564
1,4,0,0.15151515151515152,9.915444135665894
1,0,0,1,5.3003106117248535
1,0,0,1,6.099281072616577
1,2,0,0.12658227848101267,9.083091020584106
1,0,0,1,3.616227865219116
1,0,0,1,6.0154454708099365
0,2,10,0.14084507042253522,0.7996432781219482
0,1,10,0.125,0.5001225471496582
0,1,10,0.125,0.49843358993530273
0,1,10,0.125,0.5006959438323975
1,1,0,0.3333333333333333,6.213829755783081
1,0,0,1,6.8986053466796875
1,5,0,0.13157894736842105,6.30184531211853
1,2,0,0.12658227848101267,6.798432350158691
1,0,0,1,9.016082763671875
0,3,10,0.1282051282051282,1.1030724048614502
0,1,10,0.125,0.4952385425567627
1,1,0,0.125,5.703017950057983
0,1,10,0.125,0.4963719844818115
1,3,0,0.1282051282051282,4.998640060424805
1,0,0,1,5.698574542999268
0,1,10,0.19607843137254902,0.49966931343078613
1,2,0,0.25,6.298501014709473
0,1,10,0.125,0.4991610050201416
1,2,0,0.35294117647058826,5.8008081912994385
1,1,0,0.125,4.900501012802124
1,0,0,1,2.3976526260375977
1,1,0,0.25,3.1976168155670166
0,1,10,0.125,0.5018196105957031
1,1,0,0.125,7.297023057937622
0,2,10,0.12658227848101267,0.8564023971557617
0,1,10,0.125,0.5441217422485352
1,1,0,0.125,8.003805160522461
1,3,0,0.1282051282051282,6.511468887329102
0,2,10,0.12658227848101267,0.8001799583435059
1,0,0,1,4.500014305114746
1,3,0,0.1282051282051282,7.799759864807129
1,2,0,0.25,7.117605209350586
1,1,0,0.125,4.798081874847412
1,3,0,0.14925373134328357,6.599487543106079
1,3,0,0.1282051282051282,9.035037279129028
1,0,0,1,6.101366996765137
1,1,0,0.125,6.697510004043579
1,0,0,1,7.09960150718689
0,3,5,0.17857142857142858,2.5995864868164062
1,6,0,0.13333333333333333,5.799307584762573
0,2,10,0.12658227848101267,0.8001799583435059
1,0,0,1,5.39821720123291
0,3,10,0.1282051282051282,1.100247859954834
1,1,0,0.15384615384615385,4.299969673156738
1,4,0,0.15151515151515152,6.301421403884888
1,1,0,0.125,8.412897109985352
1,0,0,1,6.900555849075317
1,2,0,0.12658227848101267,7.999804496765137
0,3,3,0.375,5.099150896072388
1,1,0,0.125,5.900330543518066
0,2,5,0.21739130434782608,6.933563709259033
1,3,0,0.1282051282051282,8.498915910720825
1,4,0,0.12987012987012986,7.399668455123901
0,1,10,0.125,0.5001370906829834
0,1,10,0.125,0.4991123676300049
1,0,0,1,4.999128580093384
1,0,0,1,5.599262237548828
1,1,0,0.125,6.2994208335876465
0,4,10,0.12987012987012986,1.3993146419525146
1,1,0,0.125,5.699284791946411
0,3,4,0.3333333333333333,6.500465154647827
1,0,0,1,6.3014209270477295
1,0,0,1,6.6014885902404785
1,0,0,1,4.395992279052734
0,1,10,0.125,0.5001125335693359
0,1,10,0.125,0.4991123676300049
1,0,0,1,4.69905948638916
1,1,0,0.125,8.098825931549072
1,11,0,0.20833333333333334,7.40166974067688
1,1,0,0.125,4.199948310852051
0,1,10,0.125,0.499112606048584
1,3,0,0.13953488372093023,6.701511383056641
0,2,8,0.22857142857142856,2.1984951496124268
1,0,0,1,3.499788761138916
1,1,0,0.125,6.598488092422485
1,1,0,0.125,5.30119514465332
1,1,0,0.125,8.10082745552063
1,0,0,1,7.100600719451904
0,2,7,0.2413793103448276,2.2945170402526855
0,3,10,0.1282051282051282,1.0992493629455566
0,1,2,0.3333333333333333,5.598263263702393
1,2,0,0.12658227848101267,5.999352931976318
1,1,0,0.125,6.318419456481934
0,1,10,0.125,0.4968583583831787
0,10,1,0.25,10.422028541564941
1,1,0,0.125,6.132383823394775
1,0,0,1,4.597036123275757
0,1,10,0.125,0.566166877746582
0,1,10,0.125,0.5661280155181885
0.65,1.61,3.05,0.3582947940415865,4.674864206314087
