success,guesses,bombs,confidence,runtime
0,4,10,2,1.4283132553100586
0,4,10,3,1.400324821472168
0,4,10,5,1.4013159275054932
0,9,10,2,2.9156579971313477
0,7,10,2,2.300518274307251
0,2,10,4,0.800180196762085
0,4,10,6,1.3993151187896729
1,14,0,1,4.399003267288208
0,10,10,2,3.1997220516204834
0,14,10,5,4.400992393493652
0,4,10,6,1.3993151187896729
0,16,10,1,5.017131805419922
0,10,10,5,3.1987223625183105
0,1,10,6,0.5011148452758789
0,3,10,4,1.098247766494751
0,1,10,6,0.5011141300201416
0,15,10,1,4.698058366775513
0,8,10,1,2.6005866527557373
0,3,10,5,1.0992472171783447
0,1,10,7,0.5001122951507568
0,10,10,2,3.2007205486297607
0,3,10,6,1.0992481708526611
0,5,10,3,1.7013840675354004
0,12,10,5,3.7988579273223877
0,2,10,6,0.8001797199249268
0,3,10,1,1.099247694015503
0,1,10,7,0.500112771987915
1,19,0,1,5.985349416732788
0,10,10,1,3.198721170425415
0,12,10,1,3.798849582672119
0,8,10,2,2.598586082458496
0,5,10,4,1.6993834972381592
0,1,10,7,0.5001122951507568
0,9,10,1,2.9006540775299072
0,2,10,6,0.798180103302002
0,2,10,6,0.8011798858642578
0,1,10,6,0.4991121292114258
0,1,10,3,0.5001130104064941
1,9,0,1,2.897653341293335
0,8,10,5,2.598585605621338
1,21,0,1,6.499465465545654
0,4,10,6,1.4003074169158936
0,2,10,4,0.8001794815063477
0,9,10,3,2.899653673171997
0,1,10,6,0.4991116523742676
0,2,10,5,0.7991795539855957
0,14,10,6,4.3989996910095215
0,10,10,2,3.1987295150756836
0,1,10,6,0.5011036396026611
0,2,10,6,0.7981796264648438
0,3,10,3,1.0982458591461182
0,19,10,2,5.900342702865601
0,1,10,7,0.5011138916015625
0,2,10,4,0.7981889247894287
0,1,10,7,0.5011122226715088
0,2,10,5,0.7991793155670166
0,15,10,1,4.700928449630737
0,7,10,1,2.2995197772979736
0,13,10,1,4.100924491882324
1,6,0,1,1.9974594116210938
0,24,10,1,7.399677991867065
0,5,10,4,1.7003843784332275
0,2,10,6,0.799180269241333
0,13,10,2,4.101924657821655
0,1,10,7,0.49910402297973633
0,1,10,6,0.5001111030578613
0,2,10,6,0.7991812229156494
0,21,10,1,6.49946665763855
1,15,0,1,4.703052520751953
0,18,10,3,5.5962536334991455
0,2,10,5,0.8001804351806641
0,3,10,4,1.0992393493652344
1,13,0,1,4.100924968719482
0,10,10,1,3.199721097946167
0,4,10,2,1.3993158340454102
0,3,10,4,1.1002471446990967
0,16,10,1,5.000126838684082
0,1,10,1,0.4991118907928467
0,3,10,3,1.0982472896575928
0,1,10,6,0.5001120567321777
0,6,10,1,1.9994497299194336
0,11,10,5,3.5007896423339844
0,1,10,4,0.4981119632720947
0,1,10,5,0.4991123676300049
0,1,10,6,0.500112771987915
0,5,10,3,1.6983838081359863
0,2,10,2,0.7991807460784912
0,1,10,2,0.5001130104064941
0,9,10,1,2.899661064147949
0,1,10,4,0.4991424083709717
1,9,0,1,2.897653102874756
0,9,10,4,2.898653745651245
0,1,10,6,0.5011129379272461
0,9,10,1,2.898655414581299
0,6,10,3,2.002451181411743
0,25,10,1,7.696735620498657
0,3,10,5,1.0992481708526611
0,7,10,1,2.2995193004608154
0,8,10,1,2.5995874404907227
0,1,10,6,0.500112771987915
0.08,6.66,9.2,3.52,2.1991050028800965
