success,guesses,bombs,confidence,runtime
0,10,96,5,4.276861190795898
0,3,9,2,55.33098340034485
0,2,76,4,13.917171001434326
0,5,78,4,15.581181049346924
0,4,99,5,1.4002268314361572
0,1,99,5,0.5152277946472168
0,1,99,7,0.516181230545044
0,5,15,2,53.467183351516724
0,8,25,3,42.49955368041992
0,8,99,5,2.6162548065185547
0,6,99,4,2.0149402618408203
0,6,48,6,35.96579122543335
0,3,39,5,27.900062561035156
0,6,99,4,1.9996695518493652
0,4,99,6,1.397745132446289
0,16,43,2,35.432907819747925
1,5,0,2,58.50029134750366
0,4,99,5,1.4011685848236084
0,1,99,6,0.49767065048217773
0,1,99,5,0.5002076625823975
0,1,52,4,25.730588912963867
0,8,77,3,17.26543354988098
0,2,99,5,0.8005578517913818
0,1,99,6,0.564265251159668
0,2,11,2,49.24952507019043
0,3,50,3,25.766451597213745
0,5,99,6,1.6986958980560303
0,6,15,5,50.03394365310669
0,3,99,5,1.114309549331665
0,3,51,3,30.46531653404236
0,7,75,5,16.916187524795532
0,18,47,4,29.7476224899292
0,4,50,6,36.14979314804077
0,2,99,4,0.7993621826171875
0,4,99,5,1.3986661434173584
0,16,44,5,39.33127760887146
0,1,99,7,0.49988222122192383
0,4,99,5,1.3999342918395996
0,1,99,5,0.4991309642791748
0,2,99,6,0.8009984493255615
0,4,50,4,30.847827672958374
0,2,99,5,0.7985100746154785
0,4,99,5,1.3993403911590576
0,1,99,5,0.49994397163391113
0,6,76,4,16.282513856887817
0,1,99,6,0.5012917518615723
0,8,71,3,16.59825038909912
0,1,99,6,0.5004551410675049
0,11,27,4,43.18258619308472
0,4,99,4,1.4174365997314453
0,3,99,5,1.1129443645477295
0,2,99,6,0.8000638484954834
0,7,99,5,2.299809217453003
0,1,99,5,0.49916744232177734
0,2,99,6,0.7981774806976318
0,15,80,3,12.847955226898193
0,5,99,5,1.7161169052124023
0,4,99,6,1.418426275253296
0,22,57,6,33.43144989013672
0,5,88,5,9.316983461380005
0,4,35,5,37.014588832855225
0,1,99,4,0.49907350540161133
0,1,99,7,0.4995265007019043
0,1,99,5,0.49948596954345703
0,5,99,6,1.700512409210205
0,1,99,5,0.4983799457550049
0,5,99,5,1.7161805629730225
0,6,92,4,7.0488152503967285
0,1,99,7,0.49964356422424316
0,3,31,5,37.86583352088928
0,7,8,6,50.84975790977478
0,3,99,4,1.0989160537719727
0,6,87,5,7.134474277496338
0,4,99,5,1.3985233306884766
0,3,99,4,1.0992026329040527
0,32,17,3,54.898959159851074
0,1,99,6,0.5001125335693359
0,3,99,6,1.1002473831176758
0,12,82,4,14.297736644744873
0,3,99,5,1.117157220840454
0,1,99,6,0.5157904624938965
0,1,99,6,0.4991929531097412
0,1,99,5,0.5159344673156738
0,12,49,2,36.399404525756836
0,4,36,5,42.43006896972656
0,6,16,2,54.867104291915894
0,7,35,3,39.81558656692505
0,1,99,5,0.49961018562316895
0,10,18,3,51.48066759109497
0,4,35,2,42.233683347702026
0,1,99,7,0.5144975185394287
0,1,99,7,0.5010643005371094
0,1,30,4,44.93277287483215
0,2,99,5,0.7998411655426025
0,3,99,5,1.0977871417999268
0,13,39,5,34.684202909469604
0,1,99,6,0.49923229217529297
0,12,25,6,52.08223247528076
0,7,43,4,37.349653482437134
0,4,56,3,19.09925937652588
0.01,4.94,75.29,4.71,15.443871862888336
