success,guesses,bombs,confidence,runtime
1,4,0,2,21.49494767189026
0,7,29,4,6.617950916290283
0,2,40,5,0.7973849773406982
0,4,40,6,1.3980038166046143
0,1,40,5,0.501568078994751
0,7,3,1,25.047735452651978
1,4,0,2,25.00037956237793
0,17,2,1,32.63289713859558
0,5,40,5,1.6993541717529297
1,4,0,6,26.03997778892517
0,1,40,7,0.4909694194793701
0,1,40,6,0.4998936653137207
0,1,21,2,9.215511322021484
0,3,4,1,18.8127498626709
1,0,0,1,24.283584356307983
1,4,0,6,22.74984359741211
0,1,40,7,0.5013012886047363
0,7,5,1,20.730023622512817
0,5,40,5,1.7003271579742432
0,3,6,3,24.914870500564575
0,5,12,4,16.59877347946167
0,6,8,3,21.817235469818115
0,2,1,1,25.066078901290894
1,0,0,1,22.150709867477417
0,6,2,2,23.231582403182983
1,5,0,6,19.76659846305847
0,3,2,1,22.93354821205139
0,7,1,1,21.880544185638428
0,1,40,4,0.499204158782959
1,6,0,6,23.032264947891235
1,10,0,1,25.76705265045166
0,1,3,1,23.249569177627563
0,5,11,3,17.531740188598633
0,11,8,1,26.266608476638794
0,2,40,6,0.7997434139251709
0,3,1,1,32.282564640045166
1,1,0,2,23.417452812194824
1,1,0,4,19.59870457649231
1,0,0,1,22.54812455177307
0,2,40,4,0.79909348487854
1,3,0,1,19.03216862678528
0,3,40,6,1.1000261306762695
1,3,0,6,26.26535701751709
1,3,0,1,20.63326358795166
1,4,0,2,25.383782863616943
0,2,14,3,16.96530556678772
0,1,40,7,0.5002644062042236
0,3,40,4,1.0986313819885254
0,1,1,1,18.649887800216675
0,1,40,6,0.4989964962005615
0,1,40,5,0.49797773361206055
1,0,0,1,27.234174966812134
0,1,40,6,0.4991476535797119
0,4,37,5,2.0008652210235596
0,3,40,6,1.0981757640838623
0,2,40,4,0.8008835315704346
1,0,0,1,21.516788244247437
0,2,40,5,0.798922061920166
1,0,0,1,17.63586735725403
0,1,2,1,20.045925855636597
1,0,0,1,25.016017198562622
1,0,0,1,23.832874536514282
0,1,40,6,0.5006394386291504
0,3,8,4,15.53271746635437
0,1,40,5,0.5018560886383057
0,3,40,5,1.0981452465057373
0,5,40,5,1.699648141860962
0,1,40,6,0.49724531173706055
0,12,11,1,21.417821645736694
1,15,0,1,25.832690954208374
0,7,3,1,21.247116804122925
0,2,5,3,17.817067861557007
1,4,0,5,31.04893732070923
1,1,0,6,26.215434074401855
0,6,31,5,6.998888254165649
0,1,40,6,0.49988484382629395
0,2,40,5,0.7974541187286377
1,14,0,6,27.014652729034424
0,1,40,5,0.5002350807189941
0,3,3,2,18.616272449493408
0,1,5,1,17.03316330909729
0,4,5,1,19.20030975341797
1,3,0,1,29.264909505844116
0,2,40,5,0.797996997833252
0,4,3,1,27.149423122406006
1,4,0,6,24.499491453170776
1,7,0,3,22.615453243255615
1,1,0,1,21.182392120361328
1,1,0,7,30.09875226020813
0,1,40,7,0.4985237121582031
1,2,0,1,18.6316978931427
1,13,0,1,25.564404010772705
1,3,0,3,27.916720867156982
1,6,0,6,27.999836206436157
0,2,40,6,0.8005435466766357
0,2,7,3,19.84613537788391
1,1,0,1,26.853358268737793
0,6,2,1,22.511178255081177
0,7,5,1,23.351224184036255
1,1,0,7,17.431556463241577
0.36,3.49,15.01,3.43,15.465555508136749
