success,guesses,bombs,confidence,runtime
0,1,99,0.20668058455114824,0.5306887626647949
0,7,62,0.25,20.79968500137329
0,4,94,0.21962616822429906,2.8992559909820557
0,3,13,0.37142857142857144,48.45166563987732
0,10,96,0.21867881548974943,3.812868595123291
0,2,99,0.20711297071129708,0.800001859664917
0,1,99,0.20668058455114824,0.4993619918823242
1,7,0,0.3,58.46527624130249
0,2,99,0.20711297071129708,0.7991831302642822
0,3,57,0.2753623188405797,22.931479930877686
0,8,59,0.22868217054263565,22.58279275894165
0,2,99,0.20711297071129708,0.7989892959594727
0,3,99,0.20754716981132076,1.1167161464691162
0,5,78,0.2254335260115607,11.164568901062012
0,3,99,0.20754716981132076,1.1004233360290527
0,3,99,0.20754716981132076,1.099365234375
0,5,78,0.23214285714285715,15.765187501907349
0,6,99,0.21244635193133046,2.017104387283325
0,1,99,0.20668058455114824,0.49916672706604004
0,2,94,0.20614035087719298,1.8999888896942139
0,3,99,0.20754716981132076,1.0998904705047607
0,1,20,0.2564102564102564,47.61933207511902
0,4,99,0.20798319327731093,1.395089864730835
0,1,54,0.24,26.066312789916992
0,4,43,0.296551724137931,33.20010232925415
0,1,99,0.20668058455114824,0.4986836910247803
0,2,89,0.22531645569620254,5.633168935775757
0,5,63,0.25,22.18437099456787
0,3,51,0.2537313432835821,28.73228669166565
0,5,99,0.20842105263157895,1.699223518371582
0,2,99,0.20711297071129708,0.8001308441162109
0,2,45,0.29605263157894735,27.63335394859314
0,3,99,0.20754716981132076,1.0983428955078125
0,16,88,0.21621621621621623,7.13297963142395
0,1,99,0.20668058455114824,0.5010280609130859
0,1,99,0.20668058455114824,0.49742722511291504
1,5,0,0.2186046511627907,61.981679916381836
0,5,99,0.21428571428571427,1.6992270946502686
0,14,52,0.23963133640552994,33.233232498168945
0,9,99,0.21019108280254778,3.0163772106170654
0,1,99,0.20668058455114824,0.4984755516052246
0,5,99,0.20842105263157895,1.6998190879821777
0,4,94,0.21658986175115208,2.416640520095825
0,2,99,0.20711297071129708,0.8002455234527588
0,2,59,0.20701754385964913,20.515594244003296
0,1,97,0.2108695652173913,0.7001042366027832
0,4,99,0.20798319327731093,1.4138405323028564
0,7,99,0.20930232558139536,2.3328986167907715
0,3,99,0.20754716981132076,1.099067211151123
0,1,50,0.25773195876288657,27.8160297870636
0,3,47,0.25405405405405407,21.798692226409912
0,1,99,0.20668058455114824,0.5010342597961426
0,1,99,0.20668058455114824,0.5004873275756836
0,3,35,0.2966101694915254,41.6631920337677
0,3,99,0.20754716981132076,1.0980713367462158
0,1,99,0.20668058455114824,0.5003552436828613
0,4,99,0.20798319327731093,1.415379524230957
0,8,99,0.21336206896551724,2.615269660949707
0,3,99,0.20754716981132076,1.0995399951934814
0,1,99,0.20668058455114824,0.49811244010925293
0,3,99,0.20754716981132076,1.0991220474243164
0,3,99,0.20754716981132076,1.0999538898468018
0,4,99,0.20798319327731093,1.3986537456512451
0,2,82,0.23563218390804597,11.68282961845398
0,1,99,0.20668058455114824,0.5006115436553955
0,7,20,0.29411764705882354,42.61520075798035
0,2,99,0.20711297071129708,0.8001551628112793
0,1,99,0.20668058455114824,0.5010232925415039
0,1,89,0.2109004739336493,4.214496374130249
0,4,99,0.20798319327731093,1.3979008197784424
0,2,99,0.20711297071129708,0.8019616603851318
0,1,99,0.20668058455114824,0.5161752700805664
0,4,76,0.2222222222222222,12.679942607879639
0,1,99,0.20668058455114824,0.5004048347473145
0,7,93,0.2152777777777778,4.4477760791778564
0,1,99,0.21019108280254778,0.5010838508605957
0,12,78,0.2136986301369863,13.948267936706543
0,5,99,0.20842105263157895,1.7147974967956543
0,2,99,0.20711297071129708,0.7995011806488037
0,5,70,0.23728813559322035,19.515711545944214
0,2,95,0.21348314606741572,1.9181556701660156
0,10,99,0.21199143468950749,3.2145378589630127
0,2,11,0.2682926829268293,52.700321197509766
0,2,18,0.375,46.28205490112305
0,5,99,0.20842105263157895,1.7311315536499023
0,1,99,0.20668058455114824,0.4984300136566162
0,9,55,0.2925531914893617,24.78076982498169
0,6,32,0.20512820512820512,39.06619572639465
0,2,96,0.21476510067114093,2.0161781311035156
0,1,99,0.20668058455114824,0.500253438949585
0,3,99,0.20754716981132076,1.0979626178741455
0,2,99,0.20711297071129708,0.802725076675415
0,9,23,0.27710843373493976,45.26492381095886
0,1,99,0.20668058455114824,0.49715304374694824
0,2,99,0.20711297071129708,0.8007974624633789
0,11,39,0.3979591836734694,42.415703773498535
0,9,99,0.21244635193133046,2.8997437953948975
0,7,99,0.20930232558139536,2.2986578941345215
0,4,99,0.20798319327731093,1.416527509689331
0,4,99,0.20798319327731093,1.4169392585754395
0.02,3.83,82.36,0.22603793959904575,10.470935926437377
