success,guesses,bombs,confidence,runtime
1,0,0,1,6.414446115493774
0,5,4,2,3.8978800773620605
1,15,0,1,11.199524641036987
1,1,0,3,5.500241041183472
1,9,0,5,7.201624870300293
0,3,10,5,1.097247838973999
1,1,0,7,4.39799165725708
1,0,0,1,6.0013532638549805
1,3,0,6,5.899330139160156
1,2,0,6,8.400894403457642
1,2,0,6,7.997802734375
0,2,10,6,0.8001799583435059
0,4,10,6,1.3983144760131836
0,2,10,4,0.8001813888549805
1,1,0,7,7.599713325500488
1,2,0,6,7.301645755767822
1,0,0,1,5.998352527618408
0,7,10,5,2.300518751144409
1,1,0,1,5.40021824836731
1,0,0,1,5.599263429641724
0,1,10,6,0.4991133213043213
0,1,10,7,0.5001122951507568
1,5,0,4,7.497690916061401
1,8,0,5,7.701738357543945
1,3,0,4,6.798532485961914
1,1,0,7,5.3011956214904785
1,2,0,6,3.397765874862671
1,5,0,6,7.899780988693237
1,12,0,6,9.499142408370972
0,5,10,6,1.6993825435638428
0,2,10,6,0.7991800308227539
0,1,10,6,0.500112771987915
1,0,0,1,3.500789165496826
0,3,10,5,1.0992474555969238
0,2,10,6,0.7981796264648438
0,5,10,6,1.700382947921753
1,1,0,7,6.399442911148071
0,1,10,5,0.5001122951507568
0,1,10,6,0.4981241226196289
0,1,10,4,0.5001120567321777
0,1,10,4,0.5001130104064941
0,3,10,6,1.0992472171783447
0,1,5,3,5.800307750701904
0,8,6,2,4.098924160003662
1,3,0,3,7.0005786418914795
1,2,0,1,6.700523376464844
1,2,0,1,7.6037139892578125
0,1,10,7,0.49511098861694336
1,0,0,1,6.709513425827026
1,7,0,5,9.589162588119507
1,3,0,6,6.60048770904541
1,1,0,7,4.297969341278076
0,1,10,6,0.4991130828857422
1,2,0,2,7.70073676109314
1,4,0,6,7.501691102981567
1,0,0,1,6.299420595169067
1,0,0,1,7.099600791931152
0,3,9,3,1.2002713680267334
1,3,0,6,4.69905948638916
0,6,10,5,1.9994502067565918
1,2,0,6,4.601038455963135
1,0,0,1,5.93233847618103
1,3,0,6,6.599488735198975
1,0,0,1,10.300323009490967
1,3,0,1,5.999352216720581
0,1,10,7,0.500112771987915
0,1,10,7,0.49811339378356934
1,4,0,1,8.697961807250977
0,5,10,6,1.7003836631774902
0,5,10,6,1.699383020401001
0,1,3,1,4.703059911727905
1,0,0,1,5.196171522140503
0,1,1,1,2.99967622756958
1,0,0,1,3.099698781967163
1,6,0,6,5.215176582336426
0,4,10,6,1.400315761566162
0,1,10,6,0.4991123676300049
1,1,0,6,5.00112771987915
1,1,0,1,4.599037170410156
1,2,0,6,5.200172185897827
0,1,10,6,0.499112606048584
1,1,0,7,5.203173637390137
1,8,0,1,9.797208786010742
1,0,0,1,3.098698139190674
1,0,0,1,5.200172185897827
0,1,10,7,0.4981114864349365
0,6,8,4,2.1994948387145996
0,2,10,6,0.7991805076599121
1,2,0,6,5.100151538848877
0,1,10,6,0.4971120357513428
0,2,10,6,0.8001806735992432
1,2,0,6,9.201074838638306
1,5,0,5,6.600488662719727
1,0,0,1,7.297645807266235
1,0,0,1,7.099602222442627
0,2,2,1,2.6996092796325684
1,0,0,1,7.000579118728638
0,1,10,7,0.4981112480163574
1,2,0,6,8.399893760681152
1,2,0,6,6.200397729873657
0.59,2.5,3.68,4.27,4.429239013195038
